	file-startTime	file-deviceID	quality-goodCalibration	quality-goodWearTime	quality-daylightSavingsCrossover
1553080	2014-05-12 10:00:06	10029	1.0	1	0.0
2154770	2014-07-12 10:00:04	15549	1.0	1	0.0
4293109	2014-12-20 10:00:07	4860	1.0	1	0.0
1026670	2014-03-17 10:00:06	2610	1.0	1	0.0
2653952	2014-04-07 10:00:07	2901	1.0	1	0.0
3852095	2014-06-18 10:00:06	4208	1.0	1	0.0
2361290	2015-10-01 10:00:05	2150	1.0	1	0.0
2003623	2014-05-30 10:00:05	3345	1.0	1	0.0
4436888	2015-06-12 10:00:03	2403	1.0	1	0.0
2495397	2015-07-25 10:00:02	15375	1.0	1	0.0
2918520	2015-09-19 10:00:03	10034	0.0	1	0.0
2372918	2014-09-05 10:00:02	3756	1.0	1	1.0
3617197	2014-11-08 10:00:07	4297	1.0	1	0.0
1548095	2013-11-18 10:00:05	3294	1.0	1	0.0
3608137	2014-12-13 10:00:04	14714	1.0	0	0.0
3098109	2015-03-07 10:00:04	4684	1.0	1	0.0
4310676	2015-11-14 10:00:04	15447	1.0	1	0.0
2289027	2014-11-22 10:00:04	16089	1.0	1	0.0
1116082	2015-09-21 10:00:03	15572	1.0	1	0.0
4858685	2013-11-08 10:00:07	16071	1.0	0	0.0
1461942	2015-07-06 10:00:05	3805	1.0	1	0.0
2949332	2015-07-17 10:00:04	3659	0.0	1	0.0
3620486	2013-11-25 10:00:04	3071	1.0	1	0.0
5968021	2015-11-21 10:00:05	2538	1.0	1	0.0
5514541	2014-06-04 10:00:06	16510	1.0	1	0.0
3031443	2015-11-04 10:00:03	3822	1.0	1	0.0
2090962	2015-04-23 10:00:05	10620	1.0	1	0.0
1728277	2014-02-03 10:00:06	15501	1.0	1	0.0
3428310	2014-07-09 10:00:06	2036	1.0	1	0.0
3975958	2013-06-26 10:00:05	4301	1.0	1	0.0
1675146	2014-10-17 10:00:05	2310	1.0	1	0.0
3360443	2015-04-08 10:00:07	14692	1.0	1	0.0
1068256	2014-08-02 10:00:07	2141	1.0	1	0.0
5181427	2015-07-10 10:00:03	10238	1.0	1	0.0
1520796	2013-11-21 10:00:05	10095	1.0	1	0.0
3655949	2015-03-20 10:00:06	2160	1.0	1	0.0
2667694	2014-07-07 10:00:03	4846	1.0	1	0.0
1560769	2015-02-14 10:00:04	3302	1.0	0	0.0
4637385	2015-02-13 10:00:02	3909	1.0	1	0.0
3541453	2014-09-04 10:00:04	15858	1.0	1	0.0
3434749	2014-04-28 10:00:07	15678	1.0	1	0.0
3816189	2015-04-11 10:00:05	3889	1.0	1	0.0
3914283	2015-12-17 10:00:05	4189	1.0	1	0.0
5266905	2014-05-30 10:00:05	2652	1.0	1	0.0
4146670	2014-09-19 10:00:05	10630	1.0	1	0.0
3233513	2015-01-21 10:00:04	1098	1.0	1	0.0
3049833	2015-05-01 10:00:04	4987	1.0	1	0.0
6001441	2015-02-14 10:00:03	1575	1.0	1	0.0
1164467	2014-07-30 10:00:02	4887	1.0	1	0.0
5010414	2014-10-11 10:00:02	10040	1.0	1	0.0
3860594	2013-11-20 10:00:04	3211	1.0	1	0.0
5235853	2015-06-11 10:00:06	14724	1.0	1	0.0
5703451	2014-03-20 10:00:05	4334	1.0	1	0.0
1783330	2015-09-30 10:00:04	4388	1.0	1	0.0
3383679	2015-04-11 10:00:03	15783	1.0	1	0.0
3423443	2014-03-28 10:00:05	2300	1.0	1	0.0
2421977	2014-06-26 10:00:06	4260	1.0	1	0.0
4110357	2014-11-15 10:00:05	4665	1.0	1	0.0
1047604	2015-09-26 10:00:04	16491	1.0	1	0.0
2023276	2014-07-25 10:00:03	16341	1.0	0	0.0
2417156	2014-09-26 10:00:06	2253	1.0	0	0.0
4112525	2015-03-19 10:00:07	4258	1.0	1	0.0
4032086	2014-12-17 10:00:03	4132	1.0	1	0.0
1075720	2015-04-08 10:00:06	4327	1.0	1	0.0
4327243	2015-03-30 10:00:02	15864	1.0	1	0.0
1193356	2015-05-28 10:00:03	14781	1.0	1	0.0
4989459	2015-07-04 10:00:03	2187	1.0	1	0.0
5975700	2015-02-06 10:00:05	16107	1.0	1	0.0
2023585	2014-11-07 10:00:03	3071	1.0	1	0.0
2463620	2015-09-12 10:00:03	3872	1.0	1	0.0
2008860	2014-06-02 10:00:05	2544	1.0	1	0.0
2743969	2015-02-21 10:00:05	16365	1.0	1	0.0
4819940	2015-12-03 10:00:05	15868	1.0	1	0.0
3797632	2015-07-02 10:00:06	4033	1.0	1	0.0
2476882	2014-04-12 10:00:05	4280	1.0	0	0.0
1094086	2015-06-04 10:00:05	3527	1.0	1	0.0
2926643	2014-09-25 10:00:07	16165	1.0	1	0.0
4957018	2015-12-17 10:00:05	3563	1.0	1	0.0
5105596	2014-10-23 10:00:06	2250	1.0	0	0.0
2487382	2015-09-23 10:00:02	16054	1.0	1	0.0
4447749	2015-02-06 10:00:03	3011	1.0	1	0.0
4037494	2015-09-05 10:00:04	3439	1.0	1	0.0
3511470	2014-10-22 10:00:02	3823	1.0	1	0.0
2642596	2014-01-31 10:00:07	3393	1.0	1	0.0
4291154	2015-07-10 10:00:07	3599	1.0	1	0.0
2515354	2015-01-16 10:00:04	3509	1.0	0	0.0
3515481	2015-07-15 10:00:04	2333	1.0	1	0.0
3497195	2014-09-08 10:00:06	10501	1.0	1	0.0
5835389	2013-08-12 10:00:05	3682	1.0	1	0.0
2195700	2013-07-24 10:00:02	2971	1.0	1	0.0
4338979	2015-07-31 10:00:03	4547	1.0	1	0.0
4945290	2015-06-11 10:00:02	3809	1.0	1	0.0
1518784	2014-11-08 10:00:03	4289	1.0	1	0.0
4133894	2014-07-17 10:00:05	2975	1.0	1	0.0
3973539	2013-07-17 10:00:04	14655	1.0	1	0.0
3354125	2013-11-16 10:00:07	4329	1.0	1	0.0
1588557	2014-02-12 10:00:07	3269	1.0	1	0.0
3556101	2015-02-06 10:00:03	10133	1.0	1	0.0
3816720	2015-01-14 10:00:07	16449	1.0	0	0.0
4533006	2015-02-07 10:00:02	15393	1.0	1	0.0
3008582	2014-02-12 10:00:05	4747	0.0	1	0.0
3678095	2015-09-25 10:00:03	2253	1.0	1	0.0
4560929	2014-06-20 10:00:05	3352	1.0	0	0.0
5487643	2015-02-21 10:00:06	4511	1.0	1	0.0
1609501	2014-01-15 10:00:02	4190	1.0	1	0.0
5168772	2015-05-08 10:00:02	4794	1.0	1	0.0
4366922	2015-04-30 10:00:04	2299	1.0	1	0.0
4038176	2015-01-24 10:00:04	4735	1.0	1	0.0
4034696	2015-03-23 10:00:03	3591	1.0	1	0.0
2166665	2014-09-18 10:00:05	4001	1.0	1	0.0
4164117	2013-12-20 10:00:06	4477	1.0	1	0.0
4087669	2014-09-22 10:00:07	3419	1.0	1	0.0
1646246	2014-03-07 10:00:04	16416	1.0	1	0.0
3943534	2013-10-16 10:00:06	4366	1.0	1	0.0
4262597	2015-05-07 10:00:06	3522	1.0	1	0.0
4551245	2013-11-08 10:00:05	2425	1.0	1	0.0
2685223	2014-09-19 10:00:02	10354	1.0	1	0.0
1097276	2014-08-26 10:00:06	2423	1.0	0	1.0
3965988	2015-09-25 10:00:07	4817	1.0	1	0.0
4522564	2013-11-21 10:00:02	2819	1.0	1	0.0
3195793	2014-12-19 10:00:03	2131	1.0	0	0.0
3439559	2015-05-07 10:00:06	13860	0.0	1	0.0
2568668	2015-04-08 10:00:07	2210	1.0	1	0.0
3923019	2014-10-02 10:00:03	4591	1.0	1	0.0
5787393	2014-08-13 10:00:07	3346	1.0	1	0.0
4367042	2015-01-08 10:00:06	10190	1.0	1	0.0
2537310	2014-04-30 10:00:04	14773	1.0	1	0.0
2437329	2014-02-13 10:00:02	15347	1.0	1	0.0
4742745	2014-03-03 10:00:06	15701	1.0	1	0.0
1235724	2015-03-06 10:00:02	2521	1.0	1	0.0
1369533	2014-11-15 10:00:04	2464	1.0	1	0.0
2313775	2014-10-18 10:00:05	3769	1.0	1	0.0
2292289	2014-12-06 10:00:06	2114	1.0	1	0.0
2057641	2014-03-15 10:00:03	2511	1.0	1	0.0
1901332	2014-10-30 10:00:04	2091	1.0	1	0.0
1346534	2015-01-10 10:00:03	16410	1.0	1	0.0
2591503	2014-06-28 10:00:02	15864	1.0	1	0.0
1187206	2015-02-06 10:00:07	3424	1.0	1	0.0
2737763	2015-09-04 10:00:03	3449	1.0	1	0.0
4497622	2013-07-10 10:00:06	3667	1.0	1	0.0
4053792	2013-10-24 10:00:06	14734	1.0	1	0.0
1140656	2014-03-29 10:00:07	4145	1.0	1	0.0
4268497	2014-04-26 10:00:06	3550	1.0	1	0.0
4973072	2014-02-12 10:00:04	14741	1.0	1	0.0
1915711	2013-12-07 10:00:06	16373	1.0	1	0.0
5430111	2013-06-10 10:00:07	4090	0.0	1	0.0
5979650	2014-05-24 10:00:05	15641	1.0	1	0.0
3667608	2015-01-10 10:00:05	2016	1.0	1	0.0
2951480	2015-10-29 10:00:03	14752	1.0	1	0.0
3941282	2014-10-04 10:00:02	2336	1.0	1	1.0
2628587	2014-09-17 10:00:07	14723	1.0	1	1.0
2867904	2015-01-28 10:00:03	10374	1.0	1	0.0
2970800	2015-12-03 10:00:04	3716	1.0	1	0.0
5151411	2014-09-01 10:00:04	3823	1.0	1	0.0
3703782	2013-08-14 10:00:07	4167	1.0	1	0.0
2701039	2013-10-04 10:00:04	2972	1.0	0	0.0
4417925	2014-06-11 10:00:07	4914	1.0	1	0.0
5990301	2014-11-14 10:00:06	15754	1.0	1	0.0
1290981	2014-10-03 10:00:04	4668	1.0	1	0.0
2618290	2014-06-05 10:00:06	15240	1.0	0	0.0
5284342	2015-04-20 10:00:05	4045	1.0	1	0.0
4648985	2014-10-30 10:00:03	16333	1.0	1	0.0
3138001	2013-10-11 10:00:05	3659	1.0	1	0.0
1054781	2014-01-27 10:00:06	2187	1.0	1	0.0
5609553	2014-06-20 10:00:03	2291	1.0	1	0.0
1660847	2013-08-08 10:00:05	2005	1.0	1	0.0
5958247	2014-02-15 10:00:06	10438	1.0	1	0.0
4333387	2015-07-23 10:00:06	1041	1.0	1	0.0
2967896	2014-04-28 10:00:05	15244	1.0	1	0.0
5108680	2014-04-23 10:00:06	3237	1.0	1	0.0
1879355	2014-03-17 10:00:04	2964	1.0	1	0.0
2958468	2014-11-12 10:00:06	4222	1.0	1	0.0
4302694	2014-06-04 10:00:05	4757	1.0	1	0.0
1987143	2015-04-07 10:00:07	15215	1.0	1	0.0
4311308	2014-03-15 10:00:05	3324	1.0	1	0.0
4175260	2015-04-24 10:00:05	15650	1.0	1	0.0
1183393	2015-11-06 10:00:05	2745	1.0	1	0.0
4164792	2013-07-10 10:00:05	10645	1.0	1	0.0
2657317	2015-03-19 10:00:05	15644	1.0	0	0.0
3608902	2015-01-31 10:00:03	10110	1.0	1	0.0
2559060	2015-12-14 10:00:05	3706	1.0	1	0.0
1735721	2014-02-20 10:00:07	3823	1.0	0	0.0
2081634	2014-12-15 10:00:03	3108	1.0	1	0.0
2142764	2014-03-26 10:00:06	3886	1.0	1	0.0
3799971	2014-12-06 10:00:03	4841	1.0	1	0.0
4604543	2015-07-23 10:00:04	10513	1.0	1	0.0
2424544	2013-06-08 10:00:06	2466	1.0	1	0.0
5503107	2013-10-04 10:00:05	15619	1.0	1	0.0
1145696	2015-11-06 10:00:02	3682	1.0	1	0.0
1721450	2014-11-24 10:00:06	2747	1.0	1	0.0
1593859	2015-07-13 10:00:06	2711	1.0	1	0.0
2631209	2014-12-11 10:00:04	16515	1.0	1	1.0
5322282	2014-10-29 10:00:02	4822	1.0	1	0.0
1631801	2015-02-14 10:00:03	2727	1.0	1	0.0
2208354	2014-12-11 10:00:06	15963	1.0	1	0.0
1208618	2014-10-24 10:00:02	3485	1.0	1	0.0
2672798	2014-08-29 09:59:29	2590	1.0	1	0.0
4030479	2015-12-07 10:00:07	16378	1.0	1	0.0
5593207	2014-07-03 10:00:05	3187	0.0	1	1.0
2690385	2015-12-11 10:00:03	3436	1.0	1	1.0
4302387	2014-07-02 10:00:07	10117	1.0	1	0.0
5671156	2015-01-31 10:00:03	4415	1.0	1	0.0
3770470	2015-09-19 10:00:02	4729	1.0	1	0.0
4608660	2015-09-12 10:00:06	2797	1.0	1	0.0
4955200	2013-08-23 10:00:04	2992	1.0	1	0.0
4771735	2014-08-20 10:00:02	15232	1.0	1	0.0
1319058	2015-01-28 10:00:06	3273	1.0	1	0.0
5725314	2015-08-19 10:00:04	4209	1.0	1	0.0
5444266	2014-09-19 10:00:03	4930	1.0	1	0.0
4486094	2014-09-05 10:00:07	4528	1.0	1	0.0
4559429	2014-07-02 10:00:03	3137	1.0	1	0.0
2765116	2014-04-14 10:00:05	3008	1.0	1	0.0
2632059	2015-07-20 10:00:03	15415	0.0	1	0.0
4060174	2014-06-18 10:00:06	2790	1.0	0	0.0
1747924	2014-04-17 10:00:07	4665	1.0	0	0.0
1232711	2014-03-08 10:00:03	2311	1.0	1	0.0
3424580	2015-08-20 09:59:32	2154	1.0	1	1.0
4984991	2014-09-22 10:00:02	15537	1.0	1	0.0
2268795	2013-11-21 10:00:02	2933	1.0	1	0.0
1031697	2015-10-23 10:00:06	10445	1.0	1	1.0
5144994	2014-09-25 10:00:03	4647	1.0	1	0.0
4820313	2015-02-16 10:00:02	3622	1.0	1	1.0
1798324	2014-04-05 10:00:03	15605	1.0	1	0.0
5394126	2014-07-02 10:00:04	15881	1.0	1	0.0
1160093	2015-06-26 10:00:07	3099	1.0	1	0.0
1853421	2013-10-25 10:00:03	10420	1.0	1	0.0
5792108	2014-07-07 10:00:04	2873	1.0	1	0.0
3207951	2013-07-26 10:00:04	16343	1.0	1	0.0
2260854	2013-12-06 10:00:03	10021	1.0	1	0.0
5614077	2015-01-31 10:00:05	10348	1.0	1	0.0
5962928	2014-02-12 10:00:06	4329	1.0	1	0.0
4952140	2014-08-16 10:00:04	3126	1.0	1	0.0
2206128	2014-07-07 10:00:05	4979	1.0	1	0.0
1252621	2015-11-13 10:00:07	3652	1.0	1	0.0
3139975	2014-10-23 10:00:07	16446	1.0	1	0.0
5690829	2014-10-20 10:00:04	4301	1.0	1	0.0
5412126	2015-02-06 10:00:07	15772	1.0	1	0.0
4883924	2015-01-28 10:00:05	10570	1.0	1	0.0
1298988	2015-07-15 10:00:04	15349	1.0	1	0.0
1082896	2015-03-23 10:00:06	16157	1.0	1	0.0
4147689	2014-05-24 10:00:03	4133	1.0	0	0.0
3485174	2015-03-07 10:00:03	4188	1.0	1	0.0
5390198	2015-07-06 10:00:05	3823	1.0	1	0.0
4861482	2014-01-11 10:00:04	3353	1.0	0	0.0
4897972	2014-09-01 10:00:03	4531	1.0	1	0.0
1620644	2015-01-12 10:00:04	2124	1.0	1	0.0
1565501	2015-04-22 10:00:03	4732	1.0	1	0.0
4168369	2015-06-18 10:00:03	2911	1.0	0	0.0
4189820	2015-05-30 10:00:05	10249	1.0	1	0.0
3448353	2014-09-19 10:00:04	10483	1.0	1	0.0
5775278	2014-12-10 10:00:05	10530	1.0	1	0.0
3869115	2015-04-08 10:00:07	3435	1.0	1	0.0
3600262	2015-05-29 10:00:05	4817	1.0	0	0.0
5230585	2015-07-18 10:00:07	16542	1.0	1	0.0
1517854	2014-03-07 10:00:02	2563	1.0	1	0.0
1656429	2015-06-12 10:00:06	2023	1.0	1	0.0
3758979	2015-06-04 10:00:02	2511	1.0	1	0.0
3143537	2014-08-14 10:00:07	14715	1.0	1	0.0
1320805	2014-09-29 10:00:06	3971	1.0	1	0.0
2791518	2015-03-16 10:00:05	4855	1.0	1	0.0
1142868	2015-07-17 10:00:05	3896	1.0	1	0.0
5427900	2015-03-21 10:00:02	2143	1.0	1	0.0
2964000	2015-12-11 10:00:04	3577	1.0	1	0.0
4617346	2015-12-14 10:00:02	2091	1.0	1	0.0
1481905	2014-08-21 10:00:03	4033	1.0	1	0.0
2952232	2014-05-14 10:00:07	3225	1.0	1	0.0
4846651	2014-10-03 10:00:07	2984	1.0	1	0.0
5045491	2015-05-13 10:00:04	4862	1.0	1	0.0
3791836	2015-01-30 10:00:04	15954	1.0	1	0.0
2418105	2014-08-07 10:00:04	10424	1.0	1	0.0
5041272	2015-01-26 10:00:03	15727	1.0	1	0.0
1629992	2014-10-29 10:00:04	4347	1.0	1	0.0
4320659	2014-02-26 10:00:06	4915	1.0	1	0.0
5990729	2015-06-15 10:00:07	3222	1.0	1	0.0
5326018	2015-10-19 10:00:04	2256	1.0	1	0.0
4510069	2013-06-26 10:00:07	10425	1.0	1	0.0
2029717	2014-01-27 10:00:06	2936	1.0	1	1.0
5203285	2014-03-27 10:00:02	3264	1.0	1	0.0
2847010	2013-11-18 10:00:05	15457	1.0	1	0.0
2666440	2015-02-07 10:00:03	1062	1.0	1	0.0
4830641	2015-09-23 10:00:02	4216	1.0	1	0.0
4092851	2015-02-21 10:00:05	2115	1.0	1	0.0
5987641	2014-03-12 10:00:07	2818	0.0	1	0.0
5417530	2015-03-07 10:00:03	15439	1.0	1	0.0
5985691	2014-08-02 10:00:03	14668	1.0	1	0.0
3211642	2015-09-12 10:00:03	3623	1.0	1	0.0
2068195	2015-09-19 10:00:06	14726	1.0	1	0.0
3573455	2015-10-08 10:00:05	4239	1.0	1	1.0
3173319	2015-09-19 10:00:05	3972	1.0	1	0.0
3162650	2014-03-29 10:00:07	3798	1.0	1	0.0
2912995	2015-07-06 10:00:07	3249	1.0	1	0.0
3198845	2014-05-19 10:00:04	10055	1.0	1	0.0
3980681	2014-06-16 10:00:04	3897	1.0	1	0.0
3333840	2015-02-16 10:00:06	2291	1.0	1	0.0
5384071	2015-05-05 10:00:04	2333	1.0	1	0.0
3436935	2015-05-08 10:00:04	10373	1.0	1	1.0
5922530	2013-10-04 10:00:07	4573	1.0	1	0.0
3597805	2015-08-28 10:00:05	4630	1.0	1	0.0
2688233	2014-11-08 10:00:04	10133	1.0	1	0.0
3680320	2014-03-07 09:58:12	3300	1.0	1	0.0
1794419	2015-02-06 10:00:04	2971	1.0	1	0.0
5224040	2015-06-26 10:00:02	15447	1.0	1	0.0
5780804	2015-10-16 10:00:03	4585	1.0	1	0.0
1311518	2015-01-17 10:00:06	4289	1.0	1	0.0
4049563	2015-09-12 10:00:07	10646	1.0	1	0.0
3164481	2013-11-29 10:00:06	3172	1.0	1	0.0
5802595	2015-09-07 10:00:04	4382	1.0	0	0.0
4036043	2014-07-07 10:00:02	2887	1.0	1	0.0
5558495	2015-03-07 10:00:02	10290	1.0	1	0.0
2951640	2015-07-31 10:00:05	3518	1.0	1	0.0
3824195	2015-12-12 10:00:02	15802	1.0	1	0.0
5063477	2013-09-06 10:00:04	3018	1.0	0	0.0
1136514	2015-12-16 10:00:02	10283	1.0	1	0.0
5134191	2013-10-04 10:00:04	3170	1.0	1	0.0
5916436	2013-08-12 10:00:04	10495	1.0	1	0.0
4272333	2015-06-29 10:00:06	4950	1.0	1	0.0
4581014	2014-06-04 10:00:04	3162	1.0	1	0.0
5889906	2015-01-17 10:00:02	16080	1.0	1	0.0
5736232	2014-10-20 10:00:04	15975	1.0	1	0.0
1974445	2014-08-22 10:00:05	16385	1.0	1	0.0
4732367	2015-11-27 10:00:04	4307	1.0	1	0.0
2760265	2015-05-28 10:00:03	4270	1.0	1	0.0
4353162	2014-11-13 10:00:04	3030	1.0	1	0.0
3691776	2014-09-24 10:00:05	4112	1.0	1	0.0
4770275	2015-06-17 10:00:04	3713	1.0	1	0.0
5216617	2015-01-14 10:00:05	3335	1.0	1	0.0
2948017	2014-12-12 10:00:02	2521	1.0	1	0.0
3358716	2015-05-22 10:00:05	15520	1.0	1	0.0
5211497	2015-06-19 10:00:03	10063	1.0	1	0.0
2057623	2015-02-07 10:00:07	4620	1.0	0	0.0
1377639	2013-10-17 10:00:02	2772	1.0	1	0.0
5664911	2014-01-09 10:00:04	10235	1.0	1	0.0
5632923	2015-10-22 10:00:06	15885	1.0	1	0.0
2713870	2014-12-05 10:00:06	3364	1.0	1	0.0
5121863	2014-09-27 10:00:04	2056	1.0	1	0.0
5446483	2015-11-27 10:00:03	4473	1.0	1	0.0
4922169	2013-11-29 10:00:06	3038	1.0	0	0.0
4411375	2013-12-16 10:00:03	2220	1.0	1	0.0
1005959	2015-02-25 10:00:06	10431	1.0	1	1.0
2953175	2014-07-11 10:00:03	16283	1.0	1	0.0
1291253	2015-05-11 10:00:04	10585	1.0	1	0.0
1841701	2014-09-22 10:00:07	10071	1.0	1	0.0
2953932	2015-05-09 10:00:04	2514	0.0	1	0.0
5499175	2015-11-07 10:00:04	16238	1.0	1	0.0
2597367	2015-09-23 10:00:05	3997	1.0	1	1.0
1292530	2015-04-24 10:00:03	2838	1.0	1	0.0
1248230	2014-10-30 10:00:05	15728	1.0	1	0.0
3681182	2015-06-04 10:00:05	16112	1.0	1	0.0
2842002	2015-05-01 10:00:07	4817	1.0	1	0.0
5939221	2014-02-08 10:00:05	2155	1.0	1	0.0
2405121	2014-08-09 10:00:06	16532	1.0	1	0.0
2639170	2015-01-28 10:00:02	3419	1.0	1	0.0
1357755	2014-02-15 10:00:02	2765	1.0	1	0.0
5023071	2015-09-05 10:00:04	15557	1.0	1	0.0
1216425	2014-05-14 10:00:07	4322	1.0	1	0.0
4040124	2013-10-16 10:00:06	10018	1.0	1	0.0
4279879	2015-02-18 10:00:06	4458	1.0	0	0.0
5805457	2013-11-28 10:00:07	10010	1.0	1	0.0
4102812	2015-02-11 10:00:06	2790	1.0	1	0.0
5868774	2014-07-03 10:00:04	3768	1.0	1	0.0
3263340	2013-11-15 10:00:03	3926	1.0	1	0.0
5780526	2015-05-02 10:00:04	4041	1.0	1	0.0
1711942	2014-04-30 10:00:02	3157	1.0	1	0.0
2133664	2015-10-15 10:00:03	4500	1.0	1	0.0
5175536	2014-03-06 10:00:06	10238	1.0	1	0.0
3049771	2013-11-22 10:00:05	1721	1.0	1	0.0
1901500	2014-12-01 10:00:04	4878	1.0	1	0.0
2959311	2015-03-04 10:00:05	10358	1.0	1	0.0
2361610	2014-06-09 10:00:03	1861	1.0	1	0.0
3367867	2014-06-05 10:00:06	2588	1.0	1	0.0
3126464	2013-11-02 10:00:04	3788	1.0	1	0.0
2065105	2013-11-20 10:00:03	4441	1.0	1	0.0
3701202	2013-10-28 10:00:05	3058	1.0	0	0.0
3437710	2015-08-14 10:00:05	3628	1.0	1	0.0
3749997	2014-09-18 10:00:02	14670	1.0	1	0.0
4317543	2013-10-19 10:00:03	4255	1.0	1	0.0
2137604	2015-02-25 10:00:06	16535	1.0	1	0.0
1677800	2014-09-22 10:00:06	2181	1.0	1	0.0
4168237	2015-08-20 10:00:07	2793	1.0	1	0.0
1064147	2014-08-26 10:00:03	1766	1.0	1	0.0
3103198	2014-12-15 10:00:05	4923	1.0	1	0.0
3681996	2014-09-20 10:00:04	16146	1.0	1	0.0
4547339	2014-07-05 10:00:07	2143	1.0	1	0.0
4689557	2014-06-28 10:00:02	10507	1.0	1	0.0
5918435	2015-05-26 10:00:03	4951	1.0	1	0.0
4260087	2015-03-16 10:00:04	14698	1.0	1	0.0
1933638	2013-12-04 10:00:05	3979	1.0	1	0.0
3781465	2015-10-15 10:00:07	16191	0.0	1	0.0
5279211	2013-07-17 10:00:07	14657	1.0	0	0.0
4318712	2015-08-12 10:00:06	16532	1.0	1	0.0
1259443	2014-02-22 10:00:04	2735	1.0	0	0.0
2252569	2015-03-13 10:00:05	2308	1.0	1	0.0
5219374	2014-11-13 10:00:06	2672	1.0	1	0.0
1803036	2015-10-22 10:00:02	4402	1.0	1	0.0
2269402	2014-05-31 10:00:04	4499	1.0	1	1.0
5399485	2014-10-31 10:00:03	2174	1.0	1	0.0
4013737	2015-06-05 10:00:04	4369	1.0	1	0.0
5170179	2014-07-19 10:00:04	3850	1.0	1	0.0
1663919	2015-09-11 10:00:07	3415	1.0	1	0.0
1813557	2015-10-05 10:00:03	2344	1.0	1	0.0
3967542	2015-02-07 10:00:03	4310	1.0	1	0.0
3108871	2015-01-16 10:00:07	15795	1.0	1	0.0
1268857	2015-04-23 10:00:05	4295	1.0	0	0.0
3126394	2015-04-20 10:00:07	3599	1.0	1	0.0
1612550	2014-06-02 10:00:05	4573	1.0	1	0.0
1748314	2014-11-07 10:00:03	15777	1.0	1	0.0
3180944	2013-12-20 10:00:02	3996	1.0	1	0.0
1244360	2014-12-12 10:00:05	2699	0.0	1	0.0
1333136	2014-12-06 10:00:03	4629	1.0	1	0.0
5847879	2014-03-22 10:00:03	3220	1.0	1	0.0
4722324	2014-02-26 10:00:04	4153	1.0	1	0.0
3569457	2014-02-28 10:00:04	1590	1.0	1	1.0
3948603	2015-01-14 10:00:06	3441	1.0	1	0.0
4807304	2013-12-14 10:00:04	4899	1.0	1	0.0
1250291	2015-03-04 10:00:06	16436	1.0	1	0.0
3775259	2014-06-16 10:00:05	4810	1.0	1	0.0
3919733	2015-01-14 10:00:03	10269	1.0	1	0.0
3969043	2014-12-11 10:00:02	15515	1.0	1	1.0
5581226	2015-03-27 10:00:04	15926	0.0	1	1.0
4760525	2014-11-15 10:00:03	4930	1.0	1	0.0
4772107	2014-09-13 10:00:02	4189	1.0	1	0.0
1473415	2015-01-08 10:00:04	3356	1.0	1	0.0
2508239	2015-02-13 10:00:03	3740	1.0	1	0.0
3202830	2014-09-27 10:00:04	14748	1.0	1	0.0
4800063	2013-07-15 10:00:04	2110	1.0	0	0.0
5999720	2015-11-14 10:00:02	4089	1.0	1	0.0
3233773	2015-07-24 10:00:07	1209	1.0	1	0.0
1691184	2015-07-02 10:00:07	10225	1.0	1	0.0
5754612	2014-05-10 10:00:03	4646	1.0	1	0.0
5763340	2015-09-18 10:00:02	1062	1.0	1	0.0
1470331	2014-12-17 10:00:07	10375	1.0	1	0.0
5093301	2015-12-04 10:00:07	14776	1.0	1	1.0
3872166	2015-03-28 10:00:04	2555	1.0	1	0.0
3925491	2015-11-13 10:00:05	2877	1.0	1	0.0
2430035	2015-11-25 10:00:06	3244	1.0	1	0.0
4351327	2014-10-29 10:00:02	4137	1.0	1	0.0
4750812	2014-10-25 10:00:04	3858	1.0	1	0.0
4687515	2015-04-08 10:00:02	4749	1.0	1	0.0
1766568	2014-04-23 10:00:04	2094	1.0	1	0.0
1705209	2015-12-11 10:00:04	3289	1.0	1	0.0
1508107	2014-11-08 10:00:04	15368	1.0	1	0.0
5572698	2014-10-04 10:00:04	10517	1.0	1	0.0
6015597	2015-07-17 09:59:14	2037	1.0	1	0.0
3327363	2015-09-05 10:00:06	3477	1.0	1	0.0
1639143	2015-08-27 10:00:04	2275	1.0	1	0.0
2328515	2015-07-02 10:00:06	10409	1.0	1	0.0
4212637	2014-09-11 10:00:03	4308	1.0	1	0.0
5395148	2014-10-20 10:00:02	4681	1.0	1	0.0
1393152	2014-07-07 10:00:05	2695	1.0	0	0.0
3977379	2013-12-05 10:00:06	3979	1.0	1	0.0
1908427	2014-02-24 10:00:06	16271	1.0	1	0.0
2278970	2014-08-30 10:00:05	15764	1.0	1	0.0
4357713	2014-03-08 10:00:07	16174	1.0	0	0.0
2280084	2015-11-14 10:00:03	3244	1.0	1	0.0
1775491	2014-03-13 10:00:05	4900	1.0	1	0.0
5101990	2013-08-19 10:00:03	4198	1.0	1	0.0
4976355	2015-07-17 10:00:03	4018	1.0	1	0.0
5039273	2014-09-13 10:00:03	13738	1.0	1	0.0
5119967	2013-10-23 10:00:03	2131	1.0	1	0.0
3833328	2013-08-17 10:00:07	4293	1.0	1	0.0
1086095	2014-11-15 10:00:04	4154	1.0	1	0.0
2248637	2014-07-18 10:00:06	3478	1.0	1	0.0
3118888	2015-02-27 10:00:04	15896	1.0	1	0.0
3460109	2014-09-01 10:00:02	15716	1.0	1	0.0
3868230	2014-02-08 10:00:07	4926	1.0	1	0.0
